ICAO,CIAD,Aeródromo,Cidade,UF,Alerta,NOTAM,STATUS
SBCJ,PA0006,Carajás,PARAUAPEBAS,PA,,"[{'badge_info': 'N0009 | 01/02/18', 'titulo': 'INFORMAÇÃO ADICIONAL', 'texto1': '- Obstáculo iluminado sobre NDB CRJ não utilizável.', 'texto2': '\n  \tPeríodo: De 01 de fevereiro de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP IAC\n\n'}, {'badge_info': 'N0159 | 07/12/17', 'titulo': 'SERVIÇO DE METEOROLOGIA', 'texto1': '- Meteorologia CMA (1 a 9) serviço prestado por meio de autoatendimento. Dúvidas sobre a utilização do portal www.redemet.aer.mil.br e demais informações consultar o Centro Meteorológico de Vigilância Amazônico TEL (92) 3652-5374; (92) 3652-5375.', 'texto2': '\n  \tPeríodo: De 07 de dezembro de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP GEN 3.5 (RPLC SUP N010/16)\n\n'}, {'badge_info': 'N0205 | 08/12/16', 'titulo': 'AUXÍLIO À NAVEGAÇÃO E AO POUSO', 'texto1': '- NDB CRJ 1700 Khz inoperante.', 'texto2': '\n  \tPeríodo: De 08 de dezembro de 2016, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP IAC (RPLC N155/15)\n\n'}, {'badge_info': 'G0304/19', 'titulo': ' N 13/03/2019 18:33', 'texto2': '22/04/19 10:00 a 26/04/19 18:30 UTC'}, {'badge_info': 'G0282/19', 'titulo': ' N 09/03/2019 00:21', 'texto2': 'GND'}]",OK
SBCM,SC0009,Forquilhinha - Criciúma,FORQUILHINHA,SC,,"[{'badge_info': 'N0048 | 28/03/19', 'titulo': 'SERVIÇO DE INFORMAÇÃO DE VOO DE AERÓDROMO', 'texto1': '- AFIS CRICIUMA frequência 131.95MHz operante desde 282825.57S/0485854.35W, 290845.12S /0493523.73W, segmento de arco no sentido horário raio de 27NM operante no centro VOR CRY (284320.60S/0492435.19W) para o ponto de origem.\n\nLIMITE VERTICAL: SFC/ FL 145', 'texto2': '\n  \tPeríodo: De 28 de março de 2019, 0000 UTC até 31 de janeiro de 2021, 2359 UTC.\n\tRef: AIP ENR 2.1\n\n'}, {'badge_info': 'N0082 | 28/03/19', 'titulo': 'PROCEDIMENTO DE APROXIMAÇÃO POR INSTRUMENTOS', 'texto1': '- IAP RNAV (GNSS) RWY 27 modificado. \n\n1) Na identificação do ponto significativo CM004 para CM002 na tabela de altitudes recomendadas na aproximação final.', 'texto2': '\n  \tPeríodo: De 28 de março de 2019, 0000 UTC até 31 de janeiro de 2021, 2359 UTC.\n\tRef: AIP MAP IAC\n\n'}, {'badge_info': 'Z0236/19', 'titulo': ' N 20/03/2019 23:46', 'texto2': '20/03/19 23:46 a PERM'}, {'badge_info': 'Z2170/18', 'titulo': ' N 18/12/2018 20:34', 'texto2': '18/12/18 20:34 a PERM'}, {'badge_info': 'Z2169/18', 'titulo': ' N 18/12/2018 18:25', 'texto2': '18/12/18 18:25 a PERM'}, {'badge_info': 'Z4107/16', 'titulo': ' N 01/11/2016 18:23', 'texto2': '01/11/16 18:26 a PERM'}, {'badge_info': 'Z3186/15', 'titulo': ' N 30/11/2015 11:45', 'texto2': '10/12/15 00:00 a PERM'}]",OK
SBCN,GO0003,Caldas Novas,CALDAS NOVAS,GO,,"[{'badge_info': 'N0080 | 26/04/18', 'titulo': 'PROCEDIMENTO DE APROXIMAÇÃO POR INSTRUMENTOS', 'texto1': '- IAP RNAV (GNSS) RWY 09 para circular CHARLIE DELTA ECHO não disponível. \n\n1) Dias e Horários: H24', 'texto2': '\n  \tPeríodo: De 26 de abril de 2018, 0000 UTC até 01 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP IAC\n\n'}, {'badge_info': 'N0081 | 26/04/18', 'titulo': 'SAÍDA PADRÃO POR INSTRUMENTOS', 'texto1': '- SID GUARI 1- OPRAX 1- ROMIK 1- SATNA1 - YBA 1 RWY 27 não disponível. \n\n1) Dias e Horários: H24', 'texto2': '\n  \tPeríodo: De 26 de abril de 2018, 0000 UTC até 01 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP SID\n\n'}, {'badge_info': 'N0083 | 26/04/18', 'titulo': 'OBSTÁCULOS', 'texto1': '- Obstáculos (ANTENA) não iluminados montados. \n\nCoordenada:174635.85S / 0484039.85W ELEV 1081.07M\nCoordenada:174636.66S / 0484038.53W ELEV 1071.50M\n\n1) Dias e Horários: H24', 'texto2': '\n  \tPeríodo: De 26 de abril de 2018, 0000 UTC até 01 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP ADC\n\n'}, {'badge_info': 'F0386/19', 'titulo': ' N 28/02/2019 19:32', 'texto2': '07/03/19 09:00 a 02/06/19 19:00 UTC'}, {'badge_info': 'Z1959/18', 'titulo': ' N 07/11/2018 21:28', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1820/18', 'titulo': ' R Z0524/18 08/10/2018 23:55', 'texto2': '08/10/18 23:55 a PERM'}, {'badge_info': 'Z0525/18', 'titulo': ' N 12/03/2018 14:53', 'texto2': '12/03/18 14:54 a PERM'}]",OK
SBCP,RJ0008,Bartolomeu Lisandro,CAMPOS DOS GOYTACAZES,RJ,,"[{'badge_info': 'N0018 | 03/01/19', 'titulo': 'ÓRGÃOS DE COMUNICAÇÃO ATS', 'texto1': 'AFIS horário de serviço 0915-2300 (horário brasileiro de verão 0815-2200).', 'texto2': '\n  \tPeríodo: De 03 de janeiro de 2019, 0000 UTC até 31 de outubro de 2019, 2359 UTC.\n\tRef: AIP AD 2.3\n\n'}, {'badge_info': 'N0019 | 03/01/19', 'titulo': 'HORÁRIO DE FUNCIONAMENTO', 'texto1': 'Horário de serviço do Centro Meteorológico de Aeródromo (1 a 9) 0915-2300 (horário brasileiro de verão 0815-2200).', 'texto2': '\n  \tPeríodo: De 03 de janeiro de 2019, 0000 UTC até 31 de outubro de 2019, 2359 UTC.\n\tRef: AIP AD 2.3\n\n'}, {'badge_info': 'N0242 | 06/12/18', 'titulo': 'PISTA', 'texto1': 'Pista 07/25, serviço de manutenção nas laterais.\n1) Dias e Horários: diariamente 1100 – 2100 UTC', 'texto2': '\n  \tPeríodo: De 06 de dezembro de 2018, 1100 UTC até 20 de setembro de 2019, 2100 UTC.\n\tRef: AIP AD 2.12\n\n'}, {'badge_info': 'N0243 | 06/12/18', 'titulo': 'SERVIÇOS DE SALVAMENTO E EXTINÇÃO DE INCÊNDIO', 'texto1': 'Horário de serviço de combate de incêndio e salvamento modificado.\n1) Dias e Horários: 0900 – 2300 UTC. Durante horário brasileiro de verão 0800 – 2200 UTC.', 'texto2': '\n  \tPeríodo: De 06 de dezembro de 2018, 0900 UTC até 20 de setembro de 2019, 2300 UTC.\n\tRef: AIP AD 2.6\n\n'}, {'badge_info': 'E0657/19', 'titulo': ' N 08/04/2019 21:47', 'texto2': '08/04/19 21:46 a 23/05/19 23:00 UTC'}, {'badge_info': 'E0584/19', 'titulo': ' R E0378/19 28/03/2019 14:44', 'texto2': '28/03/19 14:44 a 27/04/19 23:00 UTC'}, {'badge_info': 'Z1964/18', 'titulo': ' N 07/11/2018 21:51', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1672/18', 'titulo': ' N 03/10/2018 23:03', 'texto2': '03/10/18 23:03 a PERM'}, {'badge_info': 'Z1670/18', 'titulo': ' N 03/10/2018 23:00', 'texto2': '03/10/18 23:00 a PERM'}, {'badge_info': 'Z1582/18', 'titulo': ' N 28/09/2018 17:46', 'texto2': '28/09/18 17:46 a PERM'}, {'badge_info': 'Z1581/18', 'titulo': ' N 28/09/2018 17:40', 'texto2': '28/09/18 17:40 a PERM'}, {'badge_info': 'Z1580/18', 'titulo': ' N 28/09/2018 15:04', 'texto2': '28/09/18 15:04 a PERM'}, {'badge_info': 'Z1579/18', 'titulo': ' N 28/09/2018 14:40', 'texto2': '28/09/18 14:40 a PERM'}, {'badge_info': 'Z3632/17', 'titulo': ' R Z3631/17 11/10/2017 19:55', 'texto2': '11/10/17 19:54 a PERM'}, {'badge_info': 'Z2548/17', 'titulo': ' N 21/08/2017 22:58', 'texto2': '21/08/17 22:58 a PERM'}]",OK
SBCR,MS0009,Corumbá,CORUMBÁ,MS,,"[{'badge_info': 'N0073 | 28/03/19', 'titulo': 'PROCEDIMENTO DE APROXIMAÇÃO POR INSTRUMENTOS', 'texto1': '- IAP RNAV (GNSS) RWY 09 não disponível.', 'texto2': '\n  \tPeríodo: De 28 de março de 2019, 0000 UTC até 28 de março de 2020, 2359 UTC.\n\tRef: AIP MAP IAC (RPLC NOTAM E2905/18)\n\n'}, {'badge_info': 'E0618/19', 'titulo': ' R E0593/19 02/04/2019 20:54', 'texto2': 'GND'}, {'badge_info': 'E0591/19', 'titulo': ' N 28/03/2019 20:24', 'texto2': 'GND'}, {'badge_info': 'E0559/19', 'titulo': ' R E0519/19 26/03/2019 17:56', 'texto2': 'GND'}]",OK
SBCT,PR0001,Afonso Pena,CURITIBA,PR,,"[{'badge_info': 'N0052 | 28/03/19', 'titulo': 'PÁTIO', 'texto1': 'Pátio de Estacionamento limitado para operações de no máximo uma aeronave por vez com envergadura igual ou superior a 61m.\n\n1) Dias e horários: H24', 'texto2': '\n  \tPeríodo: De 28 de março de 2019, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP AD 2.8\n\n'}, {'badge_info': 'N0204 | 11/10/18', 'titulo': 'PROCEDIMENTO DE APROXIMAÇÃO POR INSTRUMENTO', 'texto1': '- IAP ILS U RWY 15 CAT II E/AND III: OPR CAT III não disponível.', 'texto2': '\n  \tPeríodo: De 11 de outubro de 2018, 0000 UTC até 11 de outubro de 2019, 2359 UTC.\n\tRef: AIP MAP IAC\n\n'}, {'badge_info': 'E0531/19', 'titulo': ' N 21/03/2019 21:10', 'texto2': '21/03/19 21:10 a 01/05/19 02:00 UTC'}, {'badge_info': 'E0326/19', 'titulo': ' N 19/02/2019 20:23', 'texto2': 'GND'}, {'badge_info': 'E0243/19', 'titulo': ' N 07/02/2019 17:12', 'texto2': '17/02/19 00:00 a 17/05/19 23:59 UTC'}, {'badge_info': 'E0220/19', 'titulo': ' N 05/02/2019 17:30', 'texto2': '17/02/19 03:00 a 03/05/19 02:59 UTC'}, {'badge_info': 'E0213/19', 'titulo': ' N 04/02/2019 13:47', 'texto2': '17/02/19 03:00 a 03/05/19 02:59 UTC'}, {'badge_info': 'Z0015/19', 'titulo': ' N 10/01/2019 16:38', 'texto2': '17/01/19 12:42 a PERM'}, {'badge_info': 'Z0014/19', 'titulo': ' N 10/01/2019 16:36', 'texto2': '17/01/19 12:41 a PERM'}, {'badge_info': 'Z1982/18', 'titulo': ' N 08/11/2018 08:45', 'texto2': '08/11/18 08:45 a PERM'}, {'badge_info': 'Z0465/18', 'titulo': ' N 08/03/2018 19:56', 'texto2': '15/03/18 00:00 a PERM'}, {'badge_info': 'Z0244/18', 'titulo': ' N 16/01/2018 11:21', 'texto2': '16/01/18 11:24 a PERM'}, {'badge_info': 'Z3663/17', 'titulo': ' N 14/10/2017 03:26', 'texto2': '14/10/17 03:24 a PERM'}, {'badge_info': 'Z3660/17', 'titulo': ' N 14/10/2017 03:20', 'texto2': '14/10/17 03:17 a PERM'}, {'badge_info': 'Z3659/17', 'titulo': ' N 14/10/2017 03:10', 'texto2': '14/10/17 03:03 a PERM'}, {'badge_info': 'Z3629/17', 'titulo': ' N 11/10/2017 19:41', 'texto2': '12/10/17 00:00 a PERM'}, {'badge_info': 'Z3627/17', 'titulo': ' N 11/10/2017 19:03', 'texto2': '12/10/17 00:00 a PERM'}, {'badge_info': 'Z2320/17', 'titulo': ' N 08/08/2017 18:37', 'texto2': '08/08/17 18:37 a PERM'}, {'badge_info': 'Z2240/17', 'titulo': ' R Z2234/17 27/07/2017 16:51', 'texto2': '27/07/17 16:51 a PERM'}, {'badge_info': 'Z2231/17', 'titulo': ' R Z2236/15 26/07/2017 18:08', 'texto2': '26/07/17 18:08 a PERM'}, {'badge_info': 'Z0031/17', 'titulo': ' N 05/01/2017 18:35', 'texto2': '05/01/17 18:39 a PERM'}, {'badge_info': 'Z3015/16', 'titulo': ' N 12/08/2016 14:59', 'texto2': '16/08/16 17:47 a PERM'}]",OK
SSCV,,,,, O aeródromo não foi encontrado. ,[],OK
SBCX,RS0007,Campo dos Bugres,CAXIAS DO SUL,RS,,"[{'badge_info': 'INFOTEMP 1041/2018', 'titulo': '', 'texto2': 'Duração:'}, {'badge_info': 'E0361/19', 'titulo': ' N 27/02/2019 13:46', 'texto2': '20/03/19 10:00 a 31/05/19 23:00 UTC'}, {'badge_info': 'Z2149/18', 'titulo': ' N 13/12/2018 12:30', 'texto2': '13/12/18 12:30 a PERM'}, {'badge_info': 'Z0571/18', 'titulo': ' N 19/03/2018 18:38', 'texto2': '19/03/18 18:39 a PERM'}]",OK
SBCY,MT0001,Marechal Rondon,CUIABÁ,MT,,"[{'badge_info': 'N0029 | 28/02/19', 'titulo': 'HORÁRIO DE SERVIÇO', 'texto1': '- Horário de Serviço AIS modificado.\n\n1) Dias e horários: 1000 - 2200 UTC\n', 'texto2': '\n  \tPeríodo: De 28 de fevereiro de 2019, 1000 UTC até 02 de novembro de 2019, 2200 UTC.\n\tRef: AIP AD 2.3\n\n'}, {'badge_info': 'G0415/19', 'titulo': ' N 15/04/2019 20:42', 'texto2': '15/04/19 20:42 a 10/07/19 18:00 UTC'}, {'badge_info': 'G0366/19', 'titulo': ' N 30/03/2019 10:52', 'texto2': '30/03/19 10:52 a 30/04/19 21:00 UTC'}, {'badge_info': 'G0180/19', 'titulo': ' N 14/02/2019 13:12', 'texto2': '14/02/19 13:12 a 24/04/19 23:59 UTC'}, {'badge_info': 'Z0009/19', 'titulo': ' N 07/01/2019 13:07', 'texto2': '07/01/19 13:07 a PERM'}, {'badge_info': 'Z1940/18', 'titulo': ' N 07/11/2018 19:36', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1574/18', 'titulo': ' N 28/09/2018 13:49', 'texto2': '28/09/18 13:49 a PERM'}, {'badge_info': 'Z0635/18', 'titulo': ' R Z0274/18 29/03/2018 18:29', 'texto2': '29/03/18 18:30 a PERM'}, {'badge_info': 'Z0563/18', 'titulo': ' N 16/03/2018 14:37', 'texto2': '16/03/18 14:39 a PERM'}, {'badge_info': 'Z3194/17', 'titulo': ' N 19/09/2017 20:56', 'texto2': '19/09/17 20:47 a PERM'}, {'badge_info': 'Z3004/16', 'titulo': ' N 12/08/2016 13:42', 'texto2': '12/08/16 13:46 a PERM'}]",OK
SSCL,MS0018,Cassilândia,CASSILÂNDIA,MS,,[],OK
SBDB,MS0004,BONITO,BONITO,MS,,"[{'badge_info': 'E0719/19', 'titulo': ' N 16/04/2019 14:32', 'texto2': '01/05/19 00:00 a 31/05/19 23:59 UTC'}, {'badge_info': 'E0399/19', 'titulo': ' R E2748/18 06/03/2019 22:49', 'texto2': '06/03/19 22:49 a 05/05/19 23:59 UTC'}, {'badge_info': 'E0096/19', 'titulo': ' N 17/01/2019 18:28', 'texto2': '25/01/19 00:00 a 16/04/19 23:59 UTC'}]",OK
SBDN,SP0005,Presidente Prudente,PRESIDENTE PRUDENTE,SP,,"[{'badge_info': 'E0610/19', 'titulo': ' N 02/04/2019 16:35', 'texto2': '02/04/19 16:35 a 30/06/19 21:00 UTC'}, {'badge_info': 'Z1970/18', 'titulo': ' N 07/11/2018 22:45', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1557/18', 'titulo': ' N 27/09/2018 19:13', 'texto2': '27/09/18 19:13 a PERM'}, {'badge_info': 'Z1556/18', 'titulo': ' N 27/09/2018 19:06', 'texto2': '27/09/18 19:06 a PERM'}, {'badge_info': 'Z0575/18', 'titulo': ' R Z2513/17 19/03/2018 20:13', 'texto2': '19/03/18 20:15 a PERM'}, {'badge_info': 'Z4193/16', 'titulo': ' N 08/11/2016 23:23', 'texto2': '08/11/16 23:45 a PERM'}]",OK
SBDO,MS0008,Dourados,DOURADOS,MS,,"[{'badge_info': 'E0677/19', 'titulo': ' R E0094/19 10/04/2019 20:05', 'texto2': '10/04/19 20:05 a 07/07/19 23:59 UTC'}, {'badge_info': 'E0676/19', 'titulo': ' R E0093/19 10/04/2019 19:19', 'texto2': '10/04/19 19:19 a 07/07/19 23:59 UTC'}, {'badge_info': 'E0675/19', 'titulo': ' R E0092/19 10/04/2019 19:13', 'texto2': '10/04/19 19:13 a 07/07/19 23:59 UTC'}, {'badge_info': 'E0478/19', 'titulo': ' N 13/03/2019 22:34', 'texto2': '20/03/19 00:00 a 08/06/19 23:59 UTC'}, {'badge_info': 'E0173/19', 'titulo': ' N 28/01/2019 21:57', 'texto2': '04/02/19 10:30 a 04/05/19 20:30 UTC'}, {'badge_info': 'Z4026/17', 'titulo': ' N 29/11/2017 17:50', 'texto2': '29/11/17 17:41 a PERM'}]",OK
SBEG,AM0001,Eduardo Gomes,MANAUS,AM,,"[{'badge_info': 'N0029 | 01/03/18', 'titulo': 'CARTA DE SAÍDA PADRÃO POR INSTRUMENTOS', 'texto1': '- SID EPKIN 1A - ILKUP 1A: saída ILKUP 1A não disponível.', 'texto2': '\n  \tPeríodo: De 01 de março de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP SID (RPLC NOTAM G2416/17)\n\n'}, {'badge_info': 'N0030 | 01/03/18', 'titulo': 'CARTA DE SAÍDA PADRÃO POR INSTRUMENTOS', 'texto1': '- SID EPKIN 1B - ILKUP 1B: saída ILKUP 1B não disponível.', 'texto2': '\n  \tPeríodo: De 01 de março de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP SID (RPLC NOTAM G2415/17)\n\n'}, {'badge_info': 'N0011 | 01/02/18', 'titulo': 'CARTA DE SAÍDA PADRÃO POR INSTRUMENTOS', 'texto1': '- SID GAXID 1A – KODLU 1A SAÍDA KODLU 1A não disponível.', 'texto2': '\n  \tPeríodo: De 01 de fevereiro de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP SID (RPLC NOTAM G2263/17)\n\n'}, {'badge_info': 'N0012 | 01/02/18', 'titulo': 'CARTA DE SAÍDA PADRÃO POR INSTRUMENTOS', 'texto1': '- SID GAXID 1B – KODLU 1B SAÍDA KODLU 1B não disponível.', 'texto2': '\n  \tPeríodo: De 01 de fevereiro de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP SID (RPLC NOTAM G2264/17)\n\n'}, {'badge_info': 'N0208 | 07/12/17', 'titulo': 'INSTALAÇÕES DE COMUNICAÇÃO ATS', 'texto1': '- Instalações e serviços Ar-terra TWR Freq 121.50MHZ (emergência) horário de serviço H24 instalado.', 'texto2': '\n  \tPeríodo: De 07 de dezembro de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP AD 2.18\n\n'}, {'badge_info': 'N0115 | 14/09/17', 'titulo': 'AUXÍLIO À NAVEGAÇÃO', 'texto1': 'Serviços de informação aeronáutica corrigir informação para: VOR/DME MNS 166 graus magnético/0,4NM CH105X não utilizável entre as radiais 150/220 de 16.7NM a 24NM e entre as radiais 140/245 a partir de 24NM.', 'texto2': '\n  \tPeríodo: De 14 de setembro de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP ENR 4.1\n\n'}, {'badge_info': 'N0074 | 25/05/17', 'titulo': 'SALA AIS', 'texto1': '- Sala de Informação Aeronáutica (SALA AIS) modificada pelo Centro de Informações Aeronáuticas Amazônico (C-AIS AZ).\n\nRMK: OBS AIC N09/16.', 'texto2': '\n  \tPeríodo: De 25 de maio de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP AD 2.3-4\n\n'}, {'badge_info': 'Z1971/18', 'titulo': ' N 07/11/2018 22:50', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1292/18', 'titulo': ' N 24/07/2018 14:01', 'texto2': '24/07/18 14:01 a PERM'}, {'badge_info': 'Z2516/17', 'titulo': ' R Z0476/16 18/08/2017 14:26', 'texto2': '18/08/17 14:26 a PERM'}, {'badge_info': 'Z2481/17', 'titulo': ' N 16/08/2017 20:45', 'texto2': '17/08/17 00:00 a PERM'}, {'badge_info': 'Z2420/17', 'titulo': ' R Z3135/16 14/08/2017 17:44', 'texto2': '14/08/17 17:44 a PERM'}, {'badge_info': 'Z2260/17', 'titulo': ' R Z0912/15 30/07/2017 23:28', 'texto2': '30/07/17 23:28 a PERM'}, {'badge_info': 'Z2115/17', 'titulo': ' N 12/07/2017 15:16', 'texto2': '12/07/17 15:14 a PERM'}]",OK
SBEK,PA0002,Jacareacanga,JACAREACANGA,PA,,"[{'badge_info': 'N0100 | 24/05/18', 'titulo': 'AUXÍLIO À NAVEGAÇÃO', 'texto1': '- VOR/DME JAC 112.20MHZ/CH59X não utilizável.', 'texto2': '\n  \tPeríodo: De 24 de maio de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP ENR 4.1\n\n'}, {'badge_info': 'N0165 | 07/12/17', 'titulo': 'SERVIÇO DE METEOROLOGIA', 'texto1': '- Meteorologia CMA (1 a 4) serviço prestado por meio de autoatendimento. Dúvidas sobre a utilização do portal www.redemet.aer.mil.br e demais informações consultar o Centro Meteorológico de Vigilância Amazônico TEL (92) 3652-5374; (92) 3652-5375.', 'texto2': '\n  \tPeríodo: De 07 de dezembro de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP GEN 3.5 (RPLC SUP N017/16)\n\n'}, {'badge_info': 'N0195 | 08/12/16', 'titulo': 'PISTA DE POUSO', 'texto1': 'RWY 08/26 observar desagregação asfáltica.', 'texto2': '\n  \tPeríodo: De 08 de dezembro de 2016, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP MAP ADC (RPLC N160/14)\n\n'}, {'badge_info': 'Z1958/18', 'titulo': ' N 07/11/2018 21:26', 'texto2': '08/11/18 00:00 a PERM'}]",OK
SBFI,PR0002,Cataratas,FOZ DO IGUAÇU,PR,,"[{'badge_info': 'N0229 | 08/11/18', 'titulo': 'AUXÍLIOS-RÁDIO À NAVEGAÇÃO E AO POUSO', 'texto1': '- ILS GP RWY 14 inoperante.', 'texto2': '\n  \tPeríodo: De 08 de novembro de 2018, 0000 UTC até 08 de novembro de 2019, 2359 UTC.\n\tRef: AIP AD 2.19\n\n'}, {'badge_info': 'N0163 | 16/08/18', 'titulo': 'HORÁRIO DE FUNCIONAMENTO', 'texto1': '- AIS horário de serviço 1000-0000.', 'texto2': '\n  \tPeríodo: De 16 de agosto de 2018, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP AD 2.3\n\n'}, {'badge_info': 'E0482/19', 'titulo': ' N 14/03/2019 17:49', 'texto2': '14/03/19 17:49 a 01/06/19 03:00 UTC'}, {'badge_info': 'E0293/19', 'titulo': ' N 13/02/2019 16:56', 'texto2': '20/02/19 00:00 a 20/05/19 23:59 UTC'}, {'badge_info': 'Z1961/18', 'titulo': ' N 07/11/2018 21:35', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1211/18', 'titulo': ' N 10/07/2018 23:26', 'texto2': '10/07/18 23:26 a PERM'}, {'badge_info': 'Z0866/18', 'titulo': ' N 09/05/2018 19:27', 'texto2': '09/05/18 19:28 a PERM'}, {'badge_info': 'Z0865/18', 'titulo': ' N 09/05/2018 19:13', 'texto2': '09/05/18 19:16 a PERM'}, {'badge_info': 'Z0543/18', 'titulo': ' N 14/03/2018 19:57', 'texto2': '14/03/18 19:58 a PERM'}, {'badge_info': 'Z3534/17', 'titulo': ' R Z2621/15 01/10/2017 11:12', 'texto2': '01/10/17 11:09 a PERM'}, {'badge_info': 'Z2262/17', 'titulo': ' R Z3177/15 30/07/2017 23:41', 'texto2': '30/07/17 23:41 a PERM'}, {'badge_info': 'Z4870/16', 'titulo': ' N 20/12/2016 19:08', 'texto2': 'GND'}]",OK
