ICAO,CIAD,Aeródromo,Cidade,UF,Alerta,NOTAM,STATUS
SIAN,RJ0020,Clube CEU,RIO DE JANEIRO,RJ,,"[{'badge_info': 'D0489/19', 'titulo': ' R D0488/19 10/04/2019 18:17', 'msg': 'PJE SUBJ AUTH/COOR TWR/APP SANTA CRUZ ACONTECERA CENTROCOORD 225741S/0433934W RAIO 500M (COOR SBD 383) RTO ', 'texto2': 'SFC'}]",OK
SWON,SC0023,Clube de Aviação Céu Azul,ARAQUARI,SC,,[],OK
SJXA,MG0137,Clube de Aviação de Itaúna ,ITAÚNA,MG,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0862/2018', 'texto2': 'Duração:'}]",OK
SWES,PR0095,Clube de Aviação Experimental do Paraná,IBIPORÃ,PR,,[],OK
SWEQ,PA0001,Clube de Esportes Aéreos e Náuticos do Pará,BELÉM,PA,,[],OK
SWYV,SP0092,Clube de Marte Ibirá de Pára-Quedismo,IBIRÁ,SP,,[],OK
SJPU,PI0027,Clube de Ultraleves do Piauí,TERESINA,PI,,[],OK
SIVQ,SP0190,Clube de Voo Aeroquadra,QUADRA,SP,,[],OK
SWVN,SP0011,Clube de Voo Fazenda Novo Horizonte,ITU,SP,,[],OK
SNIF,MG0150,Clube de Voo Floresta,VISCONDE DO RIO BRANCO,MG,,"[{'badge_info': 'E0377/19', 'titulo': ' N 28/02/2019 17:21', 'msg': 'PJE SUBJ COOR ACC CURITIBA ACONTECERA CENTRO AD(205917S/0425616W) RAIO 05KM RTO ', 'texto2': 'GND'}]",OK
SWIT,PR0096,Clube de Voo Itaipu,SANTA TEREZINHA DE ITAIPU,PR,,[],OK
SWMY,PA0146,Clube de Voo Mãe Irene,ALTAMIRA,PA,,[],OK
SNWE,PB0016,Clube Estância Ouro Verde,SANTA RITA,PB,,[],OK
SDVO,TO0015,Clube Voart,ARAGUAÍNA,TO,,[],OK
SSCO,RS0092,Cmt. Marilda Zaiden de Mesquita,CAPÃO DO LEÃO,RS,,[],OK
SWKE,TO0010,Cobrape,FORMOSO DO ARAGUAIA,TO,,[],OK
SWCD,MT0330,Colider,COLÍDER,MT,,[],OK
SIXZ,MT0152,COLNIZA,COLNIZA,MT,,[],OK
SIME,MA0023,Comandante Carlos Inácio Agnes,DAVINÓPOLIS,MA,,[],OK
SDVI,MT0067,Comandante Gastão,TANGARÁ DA SERRA,MT,,[],OK
SSML,BA0160,Comandante Jorge Mello,BOM JESUS DA LAPA,BA,,[],OK
SIUW,BA0099,Comandante Milton Tosto,BONITO,BA,,[],OK
SINN,SC0030,Comandante Nelinho,ARARANGUÁ,SC,,[],OK
SJCA,SP0123,Comandante Vittório Bonomi,MOCOCA,SP,,"[{'badge_info': 'F0542/19', 'titulo': ' N 28/03/2019 23:01', 'msg': 'EXER (VOO LIVRE) SUBJ AUTH/COOR APP ACADEMIA ACONTECERA BTN COORD212746.33S/0470650.32W, 223849.17S/0470005.03W,221341.94S/0455511.12W, 213315.61S/0460029.94W (ANDRADAS,MG) DNGCOOR SBD 424 SBR 326 SBR 357 SBR 465 ', 'texto2': 'SFC'}]",OK
SJGL,GO0005,Comandante Zequinha / Grand Lake,LUZIÂNIA,GO,,[],OK
SWDS,RO0046,Condomínio Aéreo Santos Dumont,JI-PARANÁ,RO,,[],OK
SNDD,SP0225,Condomínio Aeronáutico Santos Dumont,ELIAS FAUSTO,SP,,[],OK
SJRI,PI0029,Condomínio Boa Esperança,RIBEIRO GONÇALVES,PI,,[],OK
SSQQ,MS0038,Condomínio CLC,CAMPO GRANDE,MS,,[],OK
SSVG,MG0190,Condomínio Fly Vila Resort,GUAPÉ,MG,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0822/2018', 'texto2': 'Duração:'}]",OK
SSBI,BA0151,Condomínio Irmãos Gatto,BARREIRAS,BA,,[],OK
SIFQ,RS0060,Condomínio Menega,FLORES DA CUNHA,RS,,[],OK
SJHG,MT0176,Confresa,CONFRESA,MT,,[],OK
SNKP,SP0230,Conquista do Pontal,MIRANTE DO PARANAPANEMA,SP,,[],OK
SJKT,RR0040,Contão,PACARAIMA,RR,Aeródromo FECHADO até 31/12/20: INFOTEMP 1209/2018,"[{'badge_info': 'INFOTEMP 1209/2018', 'titulo': '', 'texto2': 'Duração:'}]",OK
SSWB,DF0008,COOPADF,BRASÍLIA,DF,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0027/2019', 'texto2': 'Duração:'}]",OK
SSKP,PR0008,Copacel,PALOTINA,PR,,[],OK
SJLZ,TO0031,Coperjava,FORMOSO DO ARAGUAIA,TO,,[],OK
SIFC,PE0015,Coroa do Avião,IGARASSU,PE,,[],OK
SNOZ,MA0015,Coronel Alexandre Raposo,PAÇO DO LUMIAR,MA,,[],OK
SJNX,GO0082,Cosmos Aviação Agrícola,CHAPADÃO DO CÉU,GO,,[],OK
SNME,BA0140,Costa dos Coqueiros,MATA DE SÃO JOÃO,BA,,[],OK
SDEN,SC0023,Costa Esmeralda,PORTO BELO,SC,,[],OK
SNKH,PA0011,Creputiá,JACAREACANGA,PA,Aeródromo FECHADO até 31/12/20: INFOTEMP 1470/2018,"[{'badge_info': 'INFOTEMP 1470/2018', 'titulo': '', 'texto2': 'Duração:'}, {'badge_info': 'Revogado', 'titulo': 'NFOTEMP 1192/2018', 'texto2': 'Duração:'}]",OK
SSXT,SP0262,Cristal,BORÁ,SP,,[],OK
SWKU,AM0048,Cucuí,SÃO GABRIEL DA CACHOEIRA,AM,Aeródromo FECHADO até 31/12/20: INFOTEMP 0169/2019,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 1458/2018', 'texto2': 'Duração:'}, {'badge_info': 'Revogado', 'titulo': 'NFOTEMP 1182/2018', 'texto2': 'Duração:'}, {'badge_info': 'INFOTEMP 0169/2019', 'titulo': '', 'texto2': 'Duração:'}]",OK
SJKU,RR0041,Cumaipá,UIRAMUTÃ,RR,Aeródromo FECHADO até 31/12/20: INFOTEMP 1207/2018,"[{'badge_info': 'INFOTEMP 1207/2018', 'titulo': '', 'texto2': 'Duração:'}]",OK
SJKV,RR0042,Cumanã 1,PACARAIMA,RR,Aeródromo FECHADO até 31/12/20: INFOTEMP 1205/2018,"[{'badge_info': 'INFOTEMP 1205/2018', 'titulo': '', 'texto2': 'Duração:'}]",OK
SJKW,RR0015,Cumanã 2,PACARAIMA,RR,Aeródromo FECHADO até 31/12/20: INFOTEMP 1203/2018,"[{'badge_info': 'INFOTEMP 1203/2018', 'titulo': '', 'texto2': 'Duração:'}]",OK
SNQW,PA0102,Cururu,JACAREACANGA,PA,Aeródromo FECHADO até 31/12/20: INFOTEMP 1471/2018,"[{'badge_info': 'INFOTEMP 1471/2018', 'titulo': '', 'texto2': 'Duração:'}, {'badge_info': 'Revogado', 'titulo': 'NFOTEMP 1183/2018', 'texto2': 'Duração:'}]",OK
SJKX,RR0044,Cutia,UIRAMUTÃ,RR,Aeródromo FECHADO até 31/12/20: INFOTEMP 1202/2018,"[{'badge_info': 'INFOTEMP 1202/2018', 'titulo': '', 'texto2': 'Duração:'}]",OK
SJND,CE0010,Darinha,CASCAVEL,CE,,[],OK
SJTQ,MT0222,Delazzeri,CAMPOS DE JÚLIO,MT,,[],OK
SJXE,PI0006,Deputado Moraes Souza,BURITI DOS LOPES,PI,,[],OK
SNDP,MT0244,Derso Portilho Vieira,SÃO FÉLIX DO ARAGUAIA,MT,,[],OK
SJNQ,BA0066,Destilaria Medasa,CARAVELAS,BA,,[],OK
SJZC,PE0018,Destilaria São Luiz,MARAIAL,PE,,[],OK
SWDU,PB0017,Destilaria Tabu,CAAPORÃ,PB,,[],OK
SWDT,GO0023,Dezoito,NERÓPOLIS,GO,,[],OK
SJDS,CE0011,Dias Branco,EUSÉBIO,CE,,[],OK
SILJ,AP0003,Do Gaúcho,LARANJAL DO JARI,AP,,[],OK
SNDR,MA0004,Domingos Rego,TIMON,MA,,[],OK
SJWL,PR0064,Doutor Mauro de Souza Castro,CAMPO LARGO,PR,,[],OK
SIDV,MG0095,Doutor Saulo Villela,JUIZ DE FORA,MG,,[],OK
SIDB,MA0018,Dr. Almir Lopes de Oliveira Melo,COELHO NETO,MA,,[],OK
SSWH,SP0261,Dr. Emílio Fehr,SÃO CARLOS,SP,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 1076/2018', 'texto2': 'Duração:'}, {'badge_info': 'INFOTEMP 0140/2019', 'titulo': '', 'texto2': 'Duração:'}]",OK
SIII,SP0183,Dr. Heráclito da Motta Luiz,GUAÍRA,SP,,[],OK
SJOO,MT0046,Dr. João Osmar de Oliveira,COMODORO,MT,,[],OK
SDJA,SP0059,Dr. José Augusto de Arruda Botelho,ITIRAPINA,SP,,[],OK
SDHX,RS0055,D'Tapes,TAPES,RS,,[],OK
SIZD,ND,DZ47,TIJUCAS,SC,,[],OK
SSDF,BA0028,Ecides Fires,SÃO SEBASTIÃO DO PASSÉ,BA,,[],OK
SIRR,RR0025,Ecotur Univini Park,CARACARAÍ,RR,,[],OK
SDED,SP0092,Edra Aeronáutica,IPEÚNA,SP,,[],OK
SJEC,RS0075,Eduardo Cordeiro de Araújo,PELOTAS,RS,,[],OK
SSMK,RS0004,El Dorado,ELDORADO DO SUL,RS,,[],OK
SIEL,RO0015,Eletro Primavera Ltda,PIMENTA BUENO,RO,,[],OK
SIIG,SP0182,Elisa Camargo de Arruda Botelho,RANCHARIA,SP,,[],OK
SIJR,PR0045,Ely Rego,BALSA NOVA,PR,,[],OK
SWEM,MT0335,Emal - Empresa de Mineração Aripuanã Ltda,PRIMAVERA DO LESTE,MT,,[],OK
SWVZ,MT0422,Emal - Empresa de Mineração Aripuanã Ltda,NOBRES,MT,,[],OK
SBGP,SP0075,EMBRAER - Unidade Gavião Peixoto,GAVIÃO PEIXOTO,SP,,"[{'badge_info': 'INFOTEMP 0230/2019', 'titulo': '', 'msg': 'ACROBACIA AEREA SUBJ COOR/AUTH APP ACADEMIA/INFO AFIS GAVIAO PEIXOTO ACONTECERA BTN COORD 213536.96S/0485001.50W, 213609.45S/0484958.60W, 213612.29S/0485033.21W, 213539.99S/0485036.26W (ITAPOLIS, SP) RTO COOR SBR 437 ', 'texto2': 'Duração:'}, {'badge_info': 'INFOTEMP 0228/2019', 'titulo': '', 'msg': 'ACROBACIA AEREA SUBJ COOR/AUTH APP ACADEMIA/INFO AFIS GAVIAO PEIXOTO ACONTECERA BTN COORD 213536.96S/0485001.50W, 213609.45S/0484958.60W, 213612.29S/0485033.21W, 213539.99S/0485036.26W (ITAPOLIS, SP) RTO COOR SBR 437 ', 'texto2': 'Duração:'}, {'badge_info': 'INFOTEMP 0227/2019', 'titulo': '', 'msg': 'ACROBACIA AEREA SUBJ COOR/AUTH APP ACADEMIA/INFO AFIS GAVIAO PEIXOTO ACONTECERA BTN COORD 213536.96S/0485001.50W, 213609.45S/0484958.60W, 213612.29S/0485033.21W, 213539.99S/0485036.26W (ITAPOLIS, SP) RTO COOR SBR 437 ', 'texto2': 'Duração:'}, {'badge_info': 'F0673/19', 'titulo': ' R F0174/19 12/04/2019 14:53', 'msg': 'ACROBACIA AEREA SUBJ COOR/AUTH APP ACADEMIA/INFO AFIS GAVIAO PEIXOTO ACONTECERA BTN COORD 213536.96S/0485001.50W, 213609.45S/0484958.60W, 213612.29S/0485033.21W, 213539.99S/0485036.26W (ITAPOLIS, SP) RTO COOR SBR 437 ', 'texto2': 'SFC'}, {'badge_info': 'F0664/19', 'titulo': ' N 11/04/2019 20:16', 'msg': 'FLT GLD SUBJ COOR/AUTH APP ACADEMIA/INFO AFIS GAVIAO PEIXOTO  ACONTECERA COORD 213208.07S0484342.33W, 212826.44S0485900.60W, 213713.00S0490021.22W, 213952.36S0484817.01W, 213541.17S0485107.53W  (ITAPOLIS, SP) DNG COOR SBR 437 ', 'texto2': 'SFC'}, {'badge_info': 'Z0224/19', 'titulo': ' N 14/03/2019 20:04', 'msg': 'IAP ILS Y RWY 20 CORRIGIR NA PLANTA E NO PERFIL FIXO GP014 PARA GP046REF: AIP MAP IAC ', 'texto2': '28/03/19 00:00 a PERM'}, {'badge_info': 'F0178/19', 'titulo': ' R F2225/18 28/01/2019 19:08', 'msg': 'FLT GLD SUBJ COOR/AUTH APP ACADEMIA/INFO AFIS GAVIAO PEIXOTO  ACONTECERA COORD 213316.23S0485231.10W, 213312.18S0484057.06W, 214400.09S0484056.35W,214113.80S0485229.07W, 213540.52S0484900.19W  (ITAPOLIS, SP) RTO COOR SBR 437 ', 'texto2': 'SFC'}]",OK
SNAN,RS0081,Empresa Agrícola Chiapeta,CHIAPETTA,RS,,[],OK
SJIR,BA0113,Engenheiro Joaquim Martins,IRAMAIA,BA,,[],OK
SNNM,PR0024,Entre Rios,GUARAPUAVA,PR,,[],OK
SWAQ,RR0012,Érico,AMAJARI,RR,Aeródromo FECHADO até 31/12/20: INFOTEMP 1491/2018,"[{'badge_info': 'INFOTEMP 1491/2018', 'titulo': '', 'texto2': 'Duração:'}, {'badge_info': 'Revogado', 'titulo': 'NFOTEMP 1185/2018', 'texto2': 'Duração:'}]",OK
SSPE,MT0030,Essência Retiro do Rio Cuiabá,NOBRES,MT,,[],OK
SIQH,MS0036,Estância Ayrton Senna,CAARAPÓ,MS,,[],OK
SSEX,MS0102,Estância Caiman,MIRANDA,MS,,[],OK
SJVM,MT0049,Estância Califórnia,ALTA FLORESTA,MT,,[],OK
SDES,SP0097,Estância Colorado,SALES OLIVEIRA,SP,,[],OK
SWEC,GO0120,Estância das Cascatas,ARAGARÇAS,GO,,[],OK
SJEG,MS0159,Estância Esmeralda,CORUMBÁ,MS,,[],OK
SSFE,PR0075,Estância Hércules,FOZ DO IGUAÇU,PR,,[],OK
SNOI,SP0231,Estância Irmãos Martins,TUPÃ,SP,,[],OK
SDEM,SP0173,Estância Machado,ÁLVARES MACHADO,SP,,[],OK
SSNA,MS0079,Estância Miranda,MIRANDA,MS,,[],OK
SNEA,RS0082,Estância Primavera,ALEGRETE,RS,,[],OK
SJQP,MT0211,Estância Rebog,COCALINHO,MT,,[],OK
SWEN,MT0336,Estância Recanto,ALTA FLORESTA,MT,,[],OK
SIAD,MS0068,Estância Regina,PORTO MURTINHO,MS,,[],OK
SWHR,SP0275,Estância Rio Paraná,PRESIDENTE EPITÁCIO,SP,,[],OK
SJCY,MT0166,Estância Santa Rita,CUIABÁ,MT,Aeródromo FECHADO até 06/05/19: INFOTEMP 0069/2019,"[{'badge_info': 'INFOTEMP 0069/2019', 'titulo': '', 'texto2': 'Duração:'}]",OK
SITJ,MS0129,Estância Tejo,COXIM,MS,,[],OK
SJKZ,RR0045,Estevão,UIRAMUTÃ,RR,Aeródromo FECHADO até 31/12/20: INFOTEMP 1200/2018,"[{'badge_info': 'INFOTEMP 1200/2018', 'titulo': '', 'texto2': 'Duração:'}]",OK
SJEV,CE0019,Evanderto Almeida,ASSARÉ,CE,,[],OK
SDSJ,PR0039,Executivo,CASCAVEL,PR,,[],OK
SSXF,MS0347,Fátima do Sul,FÁTIMA DO SUL,MS,,[],OK
SNRN,SP0236,Fazenda 20 de Maio,GETULINA,SP,,[],OK
SJIJ,MT0486,Fazenda 2J,NOVO SÃO JOAQUIM,MT,,[],OK
SWUX,TO0051,Fazenda 4 Amigos,ABREULÂNDIA,TO,,[],OK
SWIZ,MS0379,Fazenda 7 Reis,NOVA ALVORADA DO SUL,MS,,[],OK
SJUA,MG0133,Fazenda ABC,BURITIS,MG,,[],OK
SNEK,BA0135,Fazenda Acalanto,SÃO DESIDÉRIO,BA,,"[{'badge_info': 'INFOTEMP 0223/2019', 'titulo': '', 'texto2': 'Duração:'}, {'badge_info': 'INFOTEMP 0179/2019', 'titulo': '', 'texto2': 'Duração:'}, {'badge_info': 'INFOTEMP 0177/2019', 'titulo': '', 'texto2': 'Duração:'}]",OK
SJUS,GO0089,Fazenda Acará,BRITÂNIA,GO,,[],OK
SSFD,MS0265,Fazenda Acarajá,AMAMBAI,MS,,[],OK
SJKB,MT0190,Fazenda Adelaide,BRASNORTE,MT,,[],OK
SWYW,MT0440,Fazenda Adriana,ALTO GARÇAS,MT,,[],OK
SWJA,SC0040,Fazenda Aero - Amil,BRUSQUE,SC,,[],OK
SNQJ,MG0292,Fazenda Aerovilas,DIVINÓPOLIS,MG,,[],OK
SWWL,MT0002,Fazenda Agrocentro,BARRA DO GARÇAS,MT,,[],OK
SJGN,MT0174,Fazenda Agromar,SÃO JOSÉ DO RIO CLARO,MT,,[],OK
SNHW,MA0037,Fazenda Agro-Maratá,SANTA LUZIA,MA,,[],OK
SJVW,BA0124,Fazenda Agronol,LUÍS EDUARDO MAGALHÃES,BA,,[],OK
SNOQ,MS0222,Fazenda Agropecuária Crioulo,TACURU,MS,,[],OK
SWAM,SP0269,Fazenda Agropecuária Gomes,TAQUARITUBA,SP,,[],OK
SWSH,MG0203,Fazenda Agropecuária Nossa Senhora Aparecida,JOÃO PINHEIRO,MG,,[],OK
SDOL,MT0050,Fazenda Agropesp,TAPURAH,MT,,[],OK
SWEH,MT0334,Fazenda Agroplan,QUERÊNCIA,MT,,[],OK
SDAR,MT0030,Fazenda Agrovera,PORTO DOS GAÚCHOS,MT,,[],OK
SIAZ,MT0080,Fazenda Água Azul,CAMPO VERDE,MT,,[],OK
SNYR,PA0117,Fazenda Água Azul,ITAITUBA,PA,,[],OK
SIKO,MS0095,Fazenda Água Boa,ANASTÁCIO,MS,,[],OK
SIKX,MT0103,Fazenda Água Boa,JUARA,MT,,[],OK
SSYQ,SP0265,Fazenda Água das Pedras,ANHEMBI,SP,,[],OK
SWIJ,BA0180,Fazenda Água Doce,JABORANDI,BA,,[],OK
SIOO,MS0001,Fazenda Água Doce do Pantanal,PORTO MURTINHO,MS,,[],OK
SDOX,PA0034,Fazenda Água Fria,XINGUARA,PA,,[],OK
SWDY,GO0119,Fazenda Água Fria,CRIXÁS,GO,,[],OK
SNPN,SP0234,Fazenda Água Fria,LAVÍNIA,SP,,[],OK
SDNQ,AC0003,Fazenda Água Limpa,RIO BRANCO,AC,,[],OK
SNEY,MT0248,Fazenda Aguapey,PORTO ESPERIDIÃO,MT,,[],OK
SIPG,MT0115,Fazenda Água Preta,COCALINHO,MT,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0022/2019', 'texto2': 'Duração:'}]",OK
SSZK,MG0195,Fazenda Água Santa,PERDIZES,MG,,[],OK
SIZR,MS0147,Fazenda Águas Claras,IGUATEMI,MS,,[],OK
SNAD,MA0020,Fazenda Águia Branca,CENTRO NOVO DO MARANHÃO,MA,,[],OK
SJSA,MS0183,Fazenda Aimoré,JUTI,MS,,[],OK
SSTK,BA0165,Fazenda Albatroz II,LUÍS EDUARDO MAGALHÃES,BA,,[],OK
SDQA,MS0044,Fazenda Aldebaran,ANGÉLICA,MS,,[],OK
SSQU,MS0073,Fazenda Alegrete - Retiro Carandá,AQUIDAUANA,MS,,[],OK
SJOX,MT0064,Fazenda Alegria,SÃO JOSÉ DO XINGU,MT,,[],OK
SIKA,MS0110,Fazenda Alegria II,AMAMBAI,MS,,[],OK
SWYH,MT0101,Fazenda Aliança,ARAPUTANGA,MT,,[],OK
SDSI,MA0016,Fazenda Alice,SAMBAÍBA,MA,,[],OK
SJBU,BA0019,Fazenda Alto Jaborandir,JABORANDI,BA,,[],OK
SWFQ,TO0045,Fazenda Alvorada,PORTO NACIONAL,TO,,[],OK
SSWA,MT0034,Fazenda Alvorada I,SÃO JOSÉ DO XINGU,MT,,[],OK
SDFH,SP0099,Fazenda Amália,SANTA ROSA DE VITERBO,SP,,[],OK
SWLA,MT0362,Fazenda Amália,JUÍNA,MT,,[],OK
SIWR,GO0060,Fazenda Amazonas,NOVA CRIXÁS,GO,,[],OK
SWZM,MT0447,Fazenda América,PORTO DOS GAÚCHOS,MT,,[],OK
SNAU,MA0034,Fazenda Americana,BARRA DO CORDA,MA,,[],OK
SWEU,MG0019,Fazenda Americana,ITAMBACURI,MG,,[],OK
SIQY,MT0121,Fazenda Amizade,SORRISO,MT,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0912/2018', 'texto2': 'Duração:'}, {'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0886/2018', 'texto2': 'Duração:'}]",OK
SSAV,MS0245,Fazenda Amonguijá,PORTO MURTINHO,MS,,[],OK
SDWU,MS0020,Fazenda Anahí,PORTO MURTINHO,MS,,[],OK
SWLX,MT0365,Fazenda Analice,JAURU,MT,,[],OK
SDRD,GO0044,Fazenda Andorinha,ESTRELA DO NORTE,GO,,[],OK
SSJO,MS0048,Fazenda Angico,CORUMBÁ,MS,,[],OK
SSZA,RR0105,Fazenda Angra dos Reis,BOA VISTA,RR,,[],OK
SDGY,SP0104,Fazenda Anhangaí,ARAÇATUBA,SP,,[],OK
SWYM,MT0438,Fazenda Anhanguera,CONQUISTA D'OESTE,MT,,[],OK
SDZU,SP0168,Fazenda Anhumas,MARABÁ PAULISTA,SP,,[],OK
SJIS,MS0170,Fazenda Annalu,DEODÁPOLIS,MS,,[],OK
SNAF,SP0224,Fazenda Aparecida,PENÁPOLIS,SP,,[],OK
SICY,PA0042,Fazenda Apucarana,MARABÁ,PA,,[],OK
SJAR,GO0066,Fazenda Araçatuba,NOVA CRIXÁS,GO,,[],OK
SJGZ,MS0167,Fazenda Araçatuba,ANAURILÂNDIA,MS,,[],OK
SJAA,MT0161,Fazenda Araguari,GAÚCHA DO NORTE,MT,,[],OK
SIAR,MS0066,Fazenda Arancuã,MIRANDA,MS,,[],OK
SWTN,MT0079,Fazenda Arapucel,ARAPUTANGA,MT,,[],OK
SSHE,MT0290,Fazenda Araras,COMODORO,MT,,[],OK
SIAO,MS0065,Fazenda Araras,CORGUINHO,MS,,[],OK
SSBK,MS0051,Fazenda Araruna,SONORA,MS,,[],OK
SIBA,MT0070,Fazenda Arco Íris,ALTO GARÇAS,MT,,[],OK
SIJU,MT0100,Fazenda Areia Branca,JUÍNA,MT,,[],OK
SSBA,BA0036,Fazenda Arizona,FORMOSA DO RIO PRETO,BA,,[],OK
SIDJ,PA0004,Fazenda Arpa,SANTA MARIA DAS BARREIRAS,PA,,[],OK
SSRO,BA0162,Fazenda Arrojadinho,JABORANDI,BA,,[],OK
SWRZ,MT0394,Fazenda Arrossensal,NORTELÂNDIA,MT,,[],OK
SNUD,MT0268,Fazenda Arruda Ramos,PORTO ESPERIDIÃO,MT,,[],OK
SWAR,MT0327,Fazenda Aruanã,RIBEIRÃO CASCALHEIRA,MT,,[],OK
SSXU,MS0350,Fazenda Aurora,JARDIM,MS,,[],OK
SWRH,BA0184,Fazenda Aurora,SÃO DESIDÉRIO,BA,,[],OK
SDWH,SP0157,Fazenda Avanhandava,JOSÉ BONIFÁCIO,SP,,[],OK
SJBB,TO0023,Fazenda Bacaba,CASEARA,TO,,"[{'badge_info': 'Z0267/18', 'titulo': ' N 18/01/2018 18:28', 'msg': 'AIS AIP INCLUIR AD COOR 093130S/0495312W TIPO OPS VFR DIURNA ELEV 1500FT RWY 10/28 PISO ASPH LEN 1500MREF.: ENR 6 ENRC L6 H6 ', 'texto2': '18/01/18 18:30 a PERM'}]",OK
SWQW,MT0385,Fazenda Bacaeri,ALTA FLORESTA,MT,,[],OK
SSDI,MA0044,Fazenda Bacatuba,BURITI BRAVO,MA,,[],OK
SJFB,MA0001,Fazenda Bacuri,RIACHÃO,MA,Aeródromo FECHADO até 23/09/19: INFOTEMP 0184/2019,"[{'badge_info': 'INFOTEMP 0184/2019', 'titulo': '', 'texto2': 'Duração:'}]",OK
SSTP,GO0110,Fazenda Baessa,TURVELÂNDIA,GO,,[],OK
SSBU,MS0251,Fazenda Baguaçu - Miragem,PORTO MURTINHO,MS,,[],OK
SIXU,MT0151,Fazenda Bahia,PEDRA PRETA,MT,,[],OK
SNQR,MT0266,Fazenda Bahia - Don Bosco,POCONÉ,MT,,[],OK
SWKB,MS0111,Fazenda Baía do Lara,CORUMBÁ,MS,,[],OK
SWDQ,MS0083,Fazenda Baia Grande,RIO VERDE DE MATO GROSSO,MS,,[],OK
SSBB,MG0177,Fazenda Balada,JOÃO PINHEIRO,MG,,[],OK
SITI,MG0110,Fazenda Baluarte,LAGOA DOS PATOS,MG,,[],OK
SWDR,MS0369,Fazenda Bandeirantes,TAQUARUSSU,MS,,[],OK
SJDX,MS0156,Fazenda Bandeirantes,AQUIDAUANA,MS,,[],OK
SNFQ,MT0251,Fazenda Bandeirantes,NOVA MARILÂNDIA,MT,,[],OK
SJZD,MS0195,Fazenda Bandeiras,CORUMBÁ,MS,,[],OK
SNFS,BA0136,Fazenda Barcelona V,FORMOSA DO RIO PRETO,BA,,[],OK
SIYE,SP0200,Fazenda Barra do Agudo,MORRO AGUDO,SP,,[],OK
SDNC,MT0045,Fazenda Barra do Cupim,DOM AQUINO,MT,,[],OK
SSBC,SP0243,Fazenda Barra do Tietê,CASTILHO,SP,,[],OK
SIXL,PA0009,Fazenda Barra do Triunfo,SÃO FÉLIX DO XINGU,PA,,[],OK
SDLD,MT0039,Fazenda Barra Grande,CONFRESA,MT,,[],OK
SDXO,PR0041,Fazenda Barra Grande,TOMAZINA,PR,,[],OK
SJJU,MT0188,Fazenda Barra Mansa,NOVA LACERDA,MT,,[],OK
SSOQ,MS0317,Fazenda Barranco Alto,AQUIDAUANA,MS,,[],OK
SJRR,GO0025,Fazenda Barreiro,PARAÚNA,GO,,[],OK
SDWN,SP0160,Fazenda Barreiro Grande,COLÔMBIA,SP,,[],OK
SJGY,GO0075,Fazenda Barriguda,SÃO DOMINGOS,GO,,[],OK
SWDB,MS0367,Fazenda Barro Preto,CORUMBÁ,MS,,[],OK
SJWB,SP0220,Fazenda Bartira,RANCHARIA,SP,,[],OK
SSIF,MS0287,Fazenda Baunilha,ITAQUIRAÍ,MS,,[],OK
SWTC,MS0395,Fazenda Beatriz,BRASILÂNDIA,MS,,[],OK
SNZO,RN0009,Fazenda Bebida Velha,TOUROS,RN,,[],OK
SWKV,MT0361,Fazenda Beira Rio,ITAÚBA,MT,,[],OK
SSYB,SP0263,Fazenda Bela Manhã,SANTA CLARA D'OESTE,SP,,[],OK
SJNO,BA0117,Fazenda Bela Nova,ITAJU DO COLÔNIA,BA,,[],OK
SWVV,MT0102,Fazenda Bela Vista,VILA BELA DA SANTÍSSIMA TRINDADE,MT,,[],OK
SJXV,MS0085,Fazenda Bela Vista,AMAMBAI,MS,,[],OK
SWBY,GO0117,Fazenda Bela Vista,INDIARA,GO,,[],OK
SNVA,PA0108,Fazenda Bela Vista,CUMARU DO NORTE,PA,,[],OK
SNGK,MG0146,Fazenda Bela Vista,MONTE ALEGRE DE MINAS,MG,,[],OK
SIQA,MS0053,Fazenda Bela Vista,RIBAS DO RIO PARDO,MS,,[],OK
SNBE,MS0200,Fazenda Bela Vista,NOVO HORIZONTE DO SUL,MS,,[],OK
SIBV,MS0067,Fazenda Bela Vista,NOVA ALVORADA DO SUL,MS,,[],OK
SINI,MS0107,Fazenda Bela Vista do Caronal,CORUMBÁ,MS,,[],OK
SILB,BA0090,Fazenda Belizário,RIACHÃO DAS NEVES,BA,,[],OK
SJPW,MT0207,Fazenda Boa Esperança,LUCAS DO RIO VERDE,MT,,[],OK
SWBF,TO0042,Fazenda Boa Fortuna,PIUM,TO,,[],OK
SIBI,SE0002,Fazenda Boa Luz,LARANJEIRAS,SE,,[],OK
SSBW,MS0028,Fazenda Boa Sorte,SIDROLÂNDIA,MS,,[],OK
SDCE,TO0012,Fazenda Boa Sorte,ALIANÇA DO TOCANTINS,TO,,[],OK
SSMV,SP0251,Fazenda Boa Vista,PIRASSUNUNGA,SP,,[],OK
