ICAO,CIAD,Aeródromo,Cidade,UF,Alerta,NOTAM
SNGX,MG0040,Guaxupé,GUAXUPÉ,MG,,"[{'badge_info': 'F0383/19', 'titulo': ' N 28/02/2019 15:52', 'texto2': 'SFC'}, {'badge_info': 'F0367/19', 'titulo': ' N 26/02/2019 20:33', 'texto2': 'SFC'}, {'badge_info': 'F0151/19', 'titulo': ' N 27/01/2019 22:50', 'texto2': 'SFC'}, {'badge_info': 'F2349/18', 'titulo': ' N 30/11/2018 16:00', 'texto2': '12/12/18 08:18 a 01/03/19 21:34 UTC'}]"
SNHS,PE0016,Santa Magalhães,SERRA TALHADA,PE,,"[{'badge_info': 'Z1204/18', 'titulo': ' N 09/07/2018 18:15', 'texto2': '09/07/18 18:15 a PERM'}, {'badge_info': 'Z0999/18', 'titulo': ' N 11/06/2018 18:14', 'texto2': '11/06/18 18:15 a PERM'}]"
SNIB,BA0045,AERÓDROMO PÚBLICO ITABERABA,ITABERABA,BA,,[]
SNIC,BA0019,Irecê,IRECÊ,BA,,[]
SNIE,BA0020,Caetité,CAETITÉ,BA,,[]
SNIG,CE0020,Iguatu,IGUATU,CE,,"{'badge_info': 'B0044/19', 'titulo': ' N 16/01/2019 18:40', 'texto2': 'GND'}"
SNIO,BA0018,Cipó,CIPÓ,BA,,"{'badge_info': 'Z2337/17', 'titulo': ' R Z2616/15 10/08/2017 12:37', 'texto2': '10/08/17 12:37 a PERM'}"
SNIP,BA0057,Itapetinga,ITAPETINGA,BA,,[]
SNIT,,,,, O aeródromo não foi encontrado. ,[]
SNIU,BA0030,Ipiaú,IPIAÚ,BA,,[]
SNJB,BA0062,Jacobina,JACOBINA,BA,,[]
SBFE,BA0013,JOAO DURVAL CARNEIRO,FEIRA DE SANTANA,BA,,"{'badge_info': 'Z0521/18', 'titulo': ' N 12/03/2018 13:41', 'texto2': '20/03/18 10:00 a PERM'}"
SNJK,BA0042,JEQUIE,JEQUIÉ,BA,,[]
SNJM,MG0050,Elias Breder,MANHUAÇU,MG,,[]
SNJN,MG0073,Januária,JANUÁRIA,MG,,[]
SNJO,PB0002,AEROCLUBE,JOÃO PESSOA,PB,,"[{'badge_info': 'B0242/19', 'titulo': ' R B0074/19 21/02/2019 20:18', 'texto2': '21/02/19 20:18 a 16/03/19 23:59 UTC'}, {'badge_info': 'Z0815/18', 'titulo': ' N 27/04/2018 14:43', 'texto2': '27/04/18 14:44 a PERM'}]"
SNJP,MG0036,João Pinheiro,JOÃO PINHEIRO,MG,,[]
SNJQ,MG0053,Jequitinhonha,JEQUITINHONHA,MG,,"{'badge_info': 'INFOTEMP 1127/2018', 'titulo': '', 'texto2': 'Duração:'}"
SNJR,MG0034,Prefeito Octávio de Almeida Neves,SÃO JOÃO DEL REI,MG,,[]
SNKC,BA0044,Cocos,COCOS,BA,,[]
SNKD,MG0065,Conceição do Mato Dentro,CONCEIÇÃO DO MATO DENTRO,MG,,"{'badge_info': 'F0012/19', 'titulo': ' R F2118/18 03/01/2019 16:36', 'texto2': '03/01/19 16:36 a 01/04/19 23:59 UTC'}"
SNKE,,,,, O aeródromo não foi encontrado. ,[]
SNKF,MG0071,Das Bandeirinhas,CONSELHEIRO LAFAIETE,MG,,[]
SNKI,ES0006,Aeródromo de Cachoeiro do Itapemirim,CACHOEIRO DE ITAPEMIRIM,ES,,[]
SNKK,RN0005,Caicó,CAICÓ,RN,,[]
SNKN,RN0004,Currais Novos,CURRAIS NOVOS,RN,,[]
SNKO,,,,, O aeródromo não foi encontrado. ,[]
SNKR,,,,, O aeródromo não foi encontrado. ,[]
SNKS,BA0064,Santa Rita de Cássia,SANTA RITA DE CÁSSIA,BA,,[]
SNKU,BA0017,Canudos,CANUDOS,BA,,[]
SNLI,MG0040,Abaeté,ABAETÉ,MG,,"{'badge_info': 'F0368/19', 'titulo': ' R F2369/18 26/02/2019 21:10', 'texto2': '26/02/19 21:10 a 25/05/19 23:59 UTC'}"
SNLN,ES0002,Aeroporto Municipal de Linhares,LINHARES,ES,,"{'badge_info': 'B0174/19', 'titulo': ' N 07/02/2019 18:07', 'texto2': '07/02/19 18:07 a 05/05/19 23:59 UTC'}"
SNLO,MG0029,São Lourenço,SÃO LOURENÇO,MG,,"[{'badge_info': 'Revogado', 'titulo': 'NFOTEMP 0072/2019', 'texto2': 'Duração:'}, {'badge_info': 'E0205/19', 'titulo': ' N 04/02/2019 11:42', 'texto2': '04/02/19 11:42 a 30/04/19 13:50 UTC'}]"
SNLT,,,,, O aeródromo não foi encontrado. ,[]
SNMA,PA0019,Monte Alegre,MONTE ALEGRE,PA,,[]
SNMC,BA0026,Macaúbas,MACAÚBAS,BA,,[]
SNMH,GO0018,Pirenópolis,PIRENÓPOLIS,GO,,[]
SNMJ,BA0031,Maracás,MARACÁS,BA,,[]
SNMK,MG0017,Mocambinho,JAÍBA,MG,,[]
SNMM,,,,, O aeródromo não foi encontrado. ,[]
SNMN,MG0075,Minas Novas,MINAS NOVAS,MG,,[]
SNMR,BA0065,Maraú,MARAÚ,BA,,[]
SNMX,ES0003,São Mateus,SÃO MATEUS,ES,,[]
SNMZ,PA0020,Porto de Moz,PORTO DE MOZ,PA,,[]
SNNE,MG0078,São João Nepomuceno,SÃO JOÃO NEPOMUCENO,MG,,[]
SNNH,,,,, O aeródromo não foi encontrado. ,[]
SNNU,MG0041,Nanuque,NANUQUE,MG,,"[{'badge_info': 'Z1330/18', 'titulo': ' N 13/08/2018 18:35', 'texto2': '13/08/18 18:35 a PERM'}, {'badge_info': 'Z0931/18', 'titulo': ' N 28/05/2018 17:10', 'texto2': '28/05/18 17:11 a PERM'}]"
SNOB,CE0013,,,,,[]
SNOC,BA0035,Morro do Chapéu,MORRO DO CHAPÉU,BA,,[]
SNOE,,,,, O aeródromo não foi encontrado. ,[]
SNOF,MG0057,Ouro Fino,OURO FINO,MG,,[]
SNOS,MG0024,Municipal José Figueiredo,PASSOS,MG,,"{'badge_info': 'F0147/19', 'titulo': ' N 27/01/2019 22:41', 'texto2': 'SFC'}"
SNOU,AC0003,Novo Aeródromo de Feijó,FEIJÓ,AC,,[]
SNOX,PA0014,Oriximiná,ORIXIMINÁ,PA,,[]
SNPA,MG0039,Pará de Minas,PARÁ DE MINAS,MG,,"[{'badge_info': 'F0295/19', 'titulo': ' N 20/02/2019 17:01', 'texto2': 'SFC'}, {'badge_info': 'F2540/18', 'titulo': ' R F2011/18 27/12/2018 19:46', 'texto2': 'FL045'}, {'badge_info': 'F2376/18', 'titulo': ' R F2375/18 04/12/2018 18:18', 'texto2': '1000FT AMSL'}, {'badge_info': 'F2332/18', 'titulo': ' R F2327/18 28/11/2018 11:51', 'texto2': 'SFC'}, {'badge_info': 'Z1205/18', 'titulo': ' N 09/07/2018 18:33', 'texto2': '09/07/18 18:33 a PERM'}]"
SNPC,PI0009,Picos,PICOS,PI,,[]
SNPD,MG0038,Patos de Minas,PATOS DE MINAS,MG,,[]
SNPE,,,,, O aeródromo não foi encontrado. ,[]
SNPI,BA0021,Piatã,PIATÃ,BA,,[]
SNPJ,MG0042,Patrocínio,PATROCÍNIO,MG,,"[{'badge_info': 'F0373/19', 'titulo': ' R F2390/18 27/02/2019 19:13', 'texto2': 'SFC'}, {'badge_info': 'F0042/19', 'titulo': ' N 14/01/2019 18:47', 'texto2': '21/01/19 00:00 a 07/04/19 23:59 UTC'}]"
SNPO,MG0043,Pompéu,POMPÉU,MG,,[]
SNPQ,PE0010,Pesqueira,PESQUEIRA,PE,,[]
SBCZ,AC0002,CRUZEIRO DO SUL,CRUZEIRO DO SUL,AC,,"[{'badge_info': 'N0240 | 06/12/18', 'titulo': 'AERÓDROMO', 'texto1': 'Aeródromo limitado para voo doméstico.', 'texto2': '\n  \tPeríodo: De 06 de dezembro de 2018, 0000 UTC até 31 de dezembro de 2020, 2359 UTC.\n\tRef: AIP AD 2.2\n\n'}, {'badge_info': 'N0164 | 07/12/17', 'titulo': 'SERVIÇO DE METEOROLOGIA', 'texto1': '- Meteorologia CMA (1 a 4) serviço prestado por meio de autoatendimento. Dúvidas sobre a utilização do portal www.redemet.aer.mil.br e demais informações consultar o Centro Meteorológico de Vigilância Amazônico TEL (92) 3652-5374; (92) 3652-5375.', 'texto2': '\n  \tPeríodo: De 07 de dezembro de 2017, 0000 UTC até 31 de dezembro de 2019, 2359 UTC.\n\tRef: AIP GEN 3.5 (RPLC SUP N016/16)\n\n'}, {'badge_info': 'G0061/19', 'titulo': ' N 18/01/2019 14:15', 'texto2': '18/01/19 14:15 a 15/03/19 23:00 UTC'}, {'badge_info': 'Z2099/18', 'titulo': ' N 02/12/2018 21:03', 'texto2': '02/12/18 21:03 a PERM'}, {'badge_info': 'Z1934/18', 'titulo': ' N 07/11/2018 19:17', 'texto2': '08/11/18 00:00 a PERM'}, {'badge_info': 'Z1340/18', 'titulo': ' N 15/08/2018 23:14', 'texto2': '15/08/18 23:14 a PERM'}, {'badge_info': 'Z1339/18', 'titulo': ' N 15/08/2018 23:05', 'texto2': '15/08/18 23:05 a PERM'}, {'badge_info': 'Z1326/18', 'titulo': ' N 13/08/2018 14:35', 'texto2': '13/08/18 14:35 a PERM'}, {'badge_info': 'Z4054/17', 'titulo': ' N 05/12/2017 14:07', 'texto2': '05/12/17 14:05 a PERM'}]"
SNPX,MG0066,Pirapora,PIRAPORA,MG,,[]
SNPY,MG0013,São Sebastião do Paraíso,SÃO SEBASTIÃO DO PARAÍSO,MG,,"{'badge_info': 'F0313/19', 'titulo': ' N 20/02/2019 23:02', 'texto2': 'SFC'}"
SNPZ,MG0065,Pedra Azul,PEDRA AZUL,MG,,[]
SNQD,PB0006,Sousa,SOUSA,PB,,"[{'badge_info': 'B1854/18', 'titulo': ' N 17/12/2018 22:38', 'texto2': '01/01/19 08:21 a 31/03/19 20:38 UTC'}, {'badge_info': 'Z1279/18', 'titulo': ' N 18/07/2018 16:09', 'texto2': '18/07/18 16:09 a PERM'}]"
SNQG,PI0003,Cangapara,FLORIANO,PI,,[]
SNQU,BA0032,Mucugê,MUCUGÊ,BA,,[]
SNQV,MG0049,Curvelo,CURVELO,MG,,[]
SNQX,CE0010,Quixadá,QUIXADÁ,CE,,[]
SNRA*,,,,,,[]
SNRD,BA0048,Prado,PRADO,BA,,[]
SNRM,BA0022,Remanso,REMANSO,BA,,[]
SNRP,MG0061,Rio Paranaíba,RIO PARANAÍBA,MG,,[]
SNRS,,,,, O aeródromo não foi encontrado. ,[]
SNRU,PE0007,Caruaru,CARUARU,PE,,"{'badge_info': 'B0280/19', 'titulo': ' R B1820/18 28/02/2019 21:11', 'texto2': '28/02/19 21:11 a 18/05/19 18:30 UTC'}"
SNRX,MA0002,Riachão,RIACHÃO,MA,Aeródromo FECHADO até 31/12/20: INFOTEMP 1157/2018,"{'badge_info': 'INFOTEMP 1157/2018', 'titulo': '', 'texto2': 'Duração:'}"
SNRZ,MG0077,Oliveira,OLIVEIRA,MG,,"{'badge_info': 'F0153/19', 'titulo': ' N 27/01/2019 22:54', 'texto2': 'SFC'}"
SNSE,BA0056,Sento Sé,SENTO SÉ,BA,,[]
SNSG,PE0008,Salgueiro,SALGUEIRO,PE,,[]
SNSI,MG0076,Santa Maria do Suaçuí,SANTA MARIA DO SUAÇUÍ,MG,,"{'badge_info': 'F2528/18', 'titulo': ' R F2003/18 26/12/2018 17:06', 'texto2': '26/12/18 17:06 a 25/03/19 23:59 UTC'}"
SNSM,,,,, O aeródromo não foi encontrado. ,[]
SNSO,MG0064,Serro,SERRO,MG,,[]
SNSS,MG0029,Salinas,SALINAS,MG,,[]
SNST,BA0049,Souto Soares,SOUTO SOARES,BA,,[]
SNSW,PA0025,Soure,SOURE,PA,,[]
SNTF,BA0016,Teixeira de Freitas,TEIXEIRA DE FREITAS,BA,,"{'badge_info': 'Z0399/18', 'titulo': ' R Z0371/18 15/02/2018 17:00', 'texto2': '28/02/18 23:59 a PERM'}"
SNTI,PA0025,Óbidos,ÓBIDOS,PA,,[]
SNTK,,,,, O aeródromo não foi encontrado. ,[]
SNTM,,,,, O aeródromo não foi encontrado. ,[]
SNTO,MG0048,Juscelino Kubitschek,TEÓFILO OTONI,MG,,[]
SNTQ,BA0053,Buritirama,BURITIRAMA,BA,,[]
SNTR,BA0036,Piritiba,PIRITIBA,BA,,[]
SNTS,PB0005,Patos,PATOS,PB,,"[{'badge_info': 'B0253/19', 'titulo': ' N 25/02/2019 18:51', 'texto2': '18/03/19 10:00 a 22/03/19 19:00 UTC'}, {'badge_info': 'B1793/18', 'titulo': ' N 30/11/2018 17:27', 'texto2': '10/12/18 08:06 a 08/03/19 20:45 UTC'}]"
SNTY,BA0051,Correntina,CORRENTINA,BA,,[]
SNUB,MG0058,Ubá,UBÁ,MG,,[]
SNUC,RN0003,Açu,AÇU,RN,,[]
SNUH,MG0054,Piumhi,PIUMHI,MG,,"{'badge_info': 'F0138/19', 'titulo': ' R F0134/19 27/01/2019 22:17', 'texto2': 'SFC'}"
SNUI,MG0008,Araçuaí,ARAÇUAÍ,MG,,[]
SNUN,,,,, O aeródromo não foi encontrado. ,[]
SNUT,BA0017,Utinga,UTINGA,BA,,[]
SNUY,,,,, O aeródromo não foi encontrado. ,[]
SNVB,BA0008,Valença,VALENÇA,BA,,[]
SNVC,MG0074,Viçosa,VIÇOSA,MG,,[]
SNVD,BA0050,Santa Maria da Vitória,SANTA MARIA DA VITÓRIA,BA,,[]
SNVI,,,,, O aeródromo não foi encontrado. ,[]
SNVS,PA0027,Breves,BREVES,PA,,[]
SNVV,,,,, O aeródromo não foi encontrado. ,[]
SNWC,CE0011,Aeroporto de Camocim,CAMOCIM,CE,,[]
SNWS,CE0005,Crateús,CRATEÚS,CE,,[]
SNXA,,,,, O aeródromo não foi encontrado. ,[]
SNXB,MG0012,CAXANBU,CAXAMBU,MG,,[]
SNXQ,BA0018,XIQUE-XIQUE,XIQUE-XIQUE,BA,,[]
SNXW,,,,, O aeródromo não foi encontrado. ,[]
SNYA,PA0024,Aeródromo Público de Almeirim,ALMEIRIM,PA,,[]
SNYB,MG0047,Ituiutaba,ITUIUTABA,MG,,[]
SNYE,MA0022,Pinheiro,PINHEIRO,MA,,[]
SNYT,BA0014,Ituaçu,ITUAÇU,BA,,[]
SNYU,MG0014,Iturama,ITURAMA,MG,,[]
SNZA,MG0038,,,,,[]
SNZR,MG0026,Pedro Rabelo de Souza,PARACATU,MG,,"{'badge_info': 'Z1382/18', 'titulo': ' N 27/08/2018 17:43', 'texto2': '27/08/18 17:43 a PERM'}"
SNZW,BA0045,Ituberá,ITUBERÁ,BA,,[]
SSAB,PR0024,Moisés Lupion,IBAITI,PR,,[]
SSAE,RS0016,Arroio Grande,ARROIO GRANDE,RS,,[]
SSAK,RS0048,AEROCLUBE,CRUZ ALTA,RS,,[]
SSAN,PR0009,ANDIRA,ANDIRÁ,PR,,[]
SSAP,PR0025,Apucarana,APUCARANA,PR,,[]
SSAQ,RS0036,Aeroclube,PASSO FUNDO,RS,,"[{'badge_info': 'E0325/19', 'titulo': ' R E2652/18 19/02/2019 18:21', 'texto2': '19/02/19 18:21 a 15/05/19 17:30 UTC'}, {'badge_info': 'E0110/19', 'titulo': ' N 22/01/2019 13:00', 'texto2': 'GND'}]"
SSBD,,,,, O aeródromo não foi encontrado. ,[]
SSBE,MS0014,Camapuã,CAMAPUÃ,MS,,[]
SSBJ,,,,, O aeródromo não foi encontrado. ,[]
SSBL,SC0019,Blumenau,BLUMENAU,SC,,"{'badge_info': 'Z1332/18', 'titulo': ' N 14/08/2018 09:23', 'texto2': '14/08/18 09:23 a PERM'}"
SSBN,RS0031,Belém Novo,PORTO ALEGRE,RS,,"{'badge_info': 'E0233/19', 'titulo': ' N 06/02/2019 18:30', 'texto2': '06/02/19 18:30 a 05/05/19 23:59 UTC'}"
SSBR,PR0022,BANDEIRANTES,BANDEIRANTES,PR,,[]
SSBV,,,,, O aeródromo não foi encontrado. ,[]
SSCB,SP0044,Municipal de Casa Branca,CASA BRANCA,SP,,"{'badge_info': 'F0385/19', 'titulo': ' N 28/02/2019 16:03', 'texto2': 'SFC'}"
SSCD,MS0007,Chapadão do Sul,CHAPADÃO DO SUL,MS,,"{'badge_info': 'Z1834/18', 'titulo': ' N 11/10/2018 17:43', 'texto2': '11/10/18 17:43 a PERM'}"
SSCI,MS0012,Coxim,COXIM,MS,,[]
SSCK,SC0021,Olavo Cecco Rigon,CONCÓRDIA,SC,,"{'badge_info': 'E2873/18', 'titulo': ' R E2225/18 20/12/2018 13:08', 'texto2': 'GND'}"
SNPU,MG0024,Paraguaçu,PARAGUAÇU,MG,,"[{'badge_info': 'F0376/19', 'titulo': ' R F2452/18 27/02/2019 20:15', 'texto2': '27/02/19 20:15 a 26/05/19 23:59 UTC'}, {'badge_info': 'F0287/19', 'titulo': ' N 18/02/2019 17:40', 'texto2': '01/03/19 08:00 a 28/05/19 20:00 UTC'}]"
SSCN,RS0019,Canela,CANELA,RS,,[]
SSCP,PR0015,Cornélio Procópio,CORNÉLIO PROCÓPIO,PR,,[]
SSCR,PR0016,Ruben Berta,MARECHAL CÂNDIDO RONDON,PR,,"{'badge_info': 'Z1344/18', 'titulo': ' N 16/08/2018 18:28', 'texto2': '16/08/18 18:28 a PERM'}"
SSCT,PR0025,Engenheiro Gastão de Mesquita Filho,CIANORTE,PR,,[]
SSDC,,,,, O aeródromo não foi encontrado. ,[]
SSEE,RS0054,Regional Vale do Taquari,ESTRELA,RS,,[]
SSEP,RS0031,São Sepé,SÃO SEPÉ,RS,,[]
SSER,RS0012,Erechim,ERECHIM,RS,,[]
SSES,,,,, O aeródromo não foi encontrado. ,[]
SSEZ,RS0050,Espumoso,ESPUMOSO,RS,,[]
SSFB,PR0021,Francisco Beltrão,FRANCISCO BELTRÃO,PR,,"[{'badge_info': 'E0321/19', 'titulo': ' N 18/02/2019 17:52', 'texto2': 'GND'}, {'badge_info': 'Z1343/18', 'titulo': ' N 16/08/2018 18:12', 'texto2': '16/08/18 18:12 a PERM'}]"
SSFL,PI0008,João Pereira dos Santos Filho,FRONTEIRAS,PI,,[]
SSGA,RS0017,Garibaldi,GARIBALDI,RS,,[]
SSGB,PR0035,Guaratuba,GUARATUBA,PR,,[]
SSGR,,,,, O aeródromo não foi encontrado. ,[]
SSGW,PR0037,MANOEL RIBAS,GOIOERÊ,PR,,"{'badge_info': 'Z1187/18', 'titulo': ' N 04/07/2018 00:37', 'texto2': '04/07/18 00:37 a PERM'}"
SSGY,PR0023,Guaíra,GUAÍRA,PR,,"{'badge_info': 'E0363/19', 'titulo': ' N 27/02/2019 14:35', 'texto2': 'GND'}"
SSHZ,RS0021,Horizontina,HORIZONTINA,RS,,[]
SSIE,MS0002,TERUEL IPANEMA ESTANCIA,CAMPO GRANDE,MS,,"{'badge_info': 'E0055/19', 'titulo': ' N 10/01/2019 16:50', 'texto2': 'GND'}"
SSIJ,RS0032,Ijuí,IJUÍ,RS,,[]
SSIQ,RS0045,Itaqui,ITAQUI,RS,,[]
SSIR,RS0028,Ibirubá,IBIRUBÁ,RS,,[]
SSJA,SC0014,Santa Terezinha,JOAÇABA,SC,,[]
SSJI,MS0019,Jardim,JARDIM,MS,,[]
SSJK,RS0028,Júlio de Castilhos,JÚLIO DE CASTILHOS,RS,,[]
SSKG,MS0003,Estância Santa Maria,CAMPO GRANDE,MS,,[]
SSKK,RS0034,Capão da Canoa,CAPÃO DA CANOA,RS,,[]
SSKM,PR0017,Campo Mourão,CAMPO MOURÃO,PR,,[]
SSKS,RS0039,Cachoeira do Sul,CACHOEIRA DO SUL,RS,,[]
SSKU,SC0007,Lauro Antônio da Costa,CURITIBANOS,SC,,[]
SSKW,RO0004,Cacoal,CACOAL,RO,,"{'badge_info': 'Z1374/18', 'titulo': ' N 24/08/2018 16:51', 'texto2': '06/09/18 00:00 a PERM'}"
SSKZ,RS0009,Carazinho,CARAZINHO,RS,,"{'badge_info': 'E0144/19', 'titulo': ' N 24/01/2019 18:55', 'texto2': 'GND'}"
SSLA,,,,, O aeródromo não foi encontrado. ,[]
SSLG,RS0021,São Luís Gonzaga,SÃO LUIZ GONZAGA,RS,,[]
SSLN,SC0012,Helmuth Baungartem,LONTRAS,SC,,[]
SSLO,,,,, O aeródromo não foi encontrado. ,[]
SSLS,BA0035,AD PUB de Ruy Barbosa,RUY BARBOSA,BA,,[]
SSLT,RS0022,Alegrete Novo,ALEGRETE,RS,,"{'badge_info': 'E0244/19', 'titulo': ' R E2675/18 07/02/2019 17:36', 'texto2': '07/02/19 17:36 a 07/05/19 23:59 UTC'}"
SSMF,,,,, O aeródromo não foi encontrado. ,[]
SSMJ,MS0044,Maracaju,MARACAJU,MS,,[]
SSMR,PR0026,Manoel Ribas,MANOEL RIBAS,PR,,[]
SSMT,RS0044,Mostardas,MOSTARDAS,RS,,[]
SSNB,MS0015,Naviraí,NAVIRAÍ,MS,,[]
SSNG,RS0046,Montenegro,MONTENEGRO,RS,,[]
SSNH,RS0023,Novo Hamburgo,NOVO HAMBURGO,RS,,"{'badge_info': 'E2868/18', 'titulo': ' N 19/12/2018 19:12', 'texto2': 'GND'}"
SSNP,RS0041,Nova Prata,NOVA PRATA,RS,,[]
SSNQ,MS0016,Nioaque,NIOAQUE,MS,,[]
SSOE,SC0025,SÃO MIGUEL DO OESTE,SÃO MIGUEL DO OESTE,SC,,"{'badge_info': 'E0208/19', 'titulo': ' N 04/02/2019 13:06', 'texto2': 'GND'}"
SSOG,PR0027,ARAPONGAS,ARAPONGAS,PR,,"{'badge_info': 'E0316/19', 'titulo': ' R E2640/18 15/02/2019 09:49', 'texto2': 'GND'}"
SSOI,SP0115,PEDERNEIRAS,PEDERNEIRAS,SP,,[]
SSOL,MG0027,Lavras,LAVRAS,MG,,"[{'badge_info': 'F0203/19', 'titulo': ' N 30/01/2019 19:03', 'texto2': 'SFC'}, {'badge_info': 'F0168/19', 'titulo': ' N 27/01/2019 23:39', 'texto2': 'SFC'}]"
SSOS,RS0042,Osório,OSÓRIO,RS,,[]
SSPB,,,,, O aeródromo não foi encontrado. ,[]
SSPG,PR0011,Paranaguá,PARANAGUÁ,PR,,"{'badge_info': 'E0341/19', 'titulo': ' R E2690/18 22/02/2019 15:47', 'texto2': 'GND'}"
SSPI,PR0006,Paranavaí,PARANAVAÍ,PR,,[]
SSPL,RS0043,Palmeira das Missões,PALMEIRA DAS MISSÕES,RS,,[]
SSPM,MS0041,Porto Murtinho,PORTO MURTINHO,MS,,[]
SSPN,MS0010,Paranaíba,PARANAÍBA,MS,,[]
SSPS,PR0019,São Sebastião,PALMAS,PR,,[]
SSPT,,,,, O aeródromo não foi encontrado. ,[]
SSQC,PR0029,Siqueira Campos,SIQUEIRA CAMPOS,PR,,[]
SSQP,BA0061,Monte Santo,MONTE SANTO,BA,,[]
SSQT,PR0013,Castro,CASTRO,PR,,"[{'badge_info': 'E0372/19', 'titulo': ' N 28/02/2019 13:53', 'texto2': 'GND'}, {'badge_info': 'E0257/19', 'titulo': ' R E0248/19 07/02/2019 20:09', 'texto2': 'GND'}]"
SSQZ,BA0033,Luís Eduardo Magalhães,LUÍS EDUARDO MAGALHÃES,BA,,[]
SSRB,MS0021,Rio Brilhante,RIO BRILHANTE,MS,,[]
SSRE,PR0030,Realeza,REALEZA,PR,,[]
SSRF,BA0034,AERÓDROMO PÚBLICO CASTRO ALVES,CASTRO ALVES,BA,,[]
SSRG,SP0030,Aeroporto Estadual de Registro,REGISTRO,SP,,"{'badge_info': 'Z1378/18', 'titulo': ' N 27/08/2018 17:10', 'texto2': '27/08/18 17:11 a PERM'}"
SSRK,BA0015,Campo Alegre de Lourdes,CAMPO ALEGRE DE LOURDES,BA,,[]
SSRS,MA0008,Barreirinhas,BARREIRINHAS,MA,,[]
SSRU,RS0034,São Lourenço do Sul,SÃO LOURENÇO DO SUL,RS,,[]
SSRZ,RS0024,Rosário do Sul,ROSÁRIO DO SUL,RS,,[]
SSSB,RS0027,São Borja,SÃO BORJA,RS,,[]
SSSC,RS0029,Santa Cruz do Sul,SANTA CRUZ DO SUL,RS,,[]
SSSD,RS0017,Soledade,SOLEDADE,RS,,"[{'badge_info': 'Z1386/18', 'titulo': ' R Z1377/18 27/08/2018 22:55', 'texto2': '27/08/18 22:52 a PERM'}, {'badge_info': 'Z1380/18', 'titulo': ' N 27/08/2018 17:26', 'texto2': '27/08/18 17:26 a PERM'}]"
SSSG,RS0005,São Gabriel,SÃO GABRIEL,RS,,[]
SSSQ,,,,, O aeródromo não foi encontrado. ,[]
SSSS,SC0022,São Francisco do Sul,SÃO FRANCISCO DO SUL,SC,,[]
SSST,RS0015,Santiago,SANTIAGO,RS,,[]
SSSZ,PR0033,Sertanópolis,SERTANÓPOLIS,PR,,[]
SSTB,SC0013,Três Barras,TRÊS BARRAS,SC,,[]
SSUM,PR0004,Orlando de Carvalho,UMUARAMA,PR,,"{'badge_info': 'E0223/19', 'titulo': ' R E0217/19 05/02/2019 18:00', 'texto2': '05/02/19 22:19 a 06/03/19 09:31 UTC'}"
SSUV,PR0034,UNIÃO DA VITÓRIA,UNIÃO DA VITÓRIA,PR,,[]
SSVC,BA0005,Glauber de Andrade Rocha,VITÓRIA DA CONQUISTA,BA,,[]
SSVI,SC0011,Ângelo Ponzoni,VIDEIRA,SC,,[]
SSVL,PR0007,TELÊMACO BORBA,TELÊMACO BORBA,PR,,"{'badge_info': 'E0373/19', 'titulo': ' N 28/02/2019 13:59', 'texto2': 'GND'}"
SSVN,RS0030,VERANÓPOLIS,VERANÓPOLIS,RS,,[]
SSVP,,,,, O aeródromo não foi encontrado. ,[]
SBJE,CE0008,Comandante Ariston Pessoa,CRUZ,CE,,"[{'badge_info': 'Z0560/18', 'titulo': ' N 15/03/2018 22:35', 'texto2': '15/03/18 22:36 a PERM'}, {'badge_info': 'Z0009/18', 'titulo': ' N 08/01/2018 18:39', 'texto2': '08/01/18 18:40 a PERM'}, {'badge_info': 'Z0008/18', 'titulo': ' N 08/01/2018 18:39', 'texto2': '08/01/18 18:40 a PERM'}, {'badge_info': 'Z4030/17', 'titulo': ' R Z2585/17 30/11/2017 11:16', 'texto2': '30/11/17 11:04 a PERM'}]"
SSWS,,,,, O aeródromo não foi encontrado. ,[]
SSXD,RS0009,SARANDI,SARANDI,RS,,[]
SSXX,SC0017,MUNICIPAL JOÃO WINCKLER,XANXERÊ,SC,,"{'badge_info': 'E2729/18', 'titulo': ' R E2278/18 04/12/2018 15:02', 'texto2': 'GND'}"
SSYA,,,,, O aeródromo não foi encontrado. ,[]
SSZR,RS0027,SANTA ROSA,SANTA ROSA,RS,,[]
SBPG,PR0012,Comandante Antônio Amilton Beraldo,PONTA GROSSA,PR,,"[{'badge_info': 'E0349/19', 'titulo': ' N 25/02/2019 19:54', 'texto2': '04/03/19 00:00 a 01/06/19 23:59 UTC'}, {'badge_info': 'E0239/19', 'titulo': ' R E0091/19 06/02/2019 19:57', 'texto2': '06/02/19 19:57 a 03/05/19 23:59 UTC'}, {'badge_info': 'E0131/19', 'titulo': ' R E2653/18 24/01/2019 14:04', 'texto2': '25/01/19 10:00 a 24/04/19 20:00 UTC'}, {'badge_info': 'Z1870/18', 'titulo': ' N 22/10/2018 13:42', 'texto2': 'GND'}]"
SWAY,,,,, O aeródromo não foi encontrado. ,[]
SWBA,GO0040,BURITI ALEGRE,BURITI ALEGRE,GO,Aeródromo FECHADO até 31/10/19: INFOTEMP 1073/2018,"{'badge_info': 'INFOTEMP 1073/2018', 'titulo': '', 'texto2': 'Duração:'}"
SWBC,AM0017,BARCELOS,BARCELOS,AM,,[]
SWBE,CE0006,WALFRIDO SALMITO DE ALMEIDA,SÃO BENEDITO,CE,,[]
SWBG,MT0009,UNIÃO DO VALE,PONTES E LACERDA,MT,,[]
